KO,growth
SNT2,1.01632574724
SNT309,0.718890595998
SOK1,1.01176646483
SOK2,0.982764909817
SOL1,0.994195193508
SPO11,0.699509052491
SPO12,0.956614592052
SPO13,0.978947773978
SPO22,0.830975107796
SPO7,0.992601278515
SPS18,0.956075304568
SPS4,0.96015148803
SPT2,0.845102956368
SPT21,0.846790315942
SPT23,1.03725873912
SPT3,0.629554531636
SPT4,0.669860047766
SPT8,0.857398363734
SQS1,0.857083069248
SRC1,0.8938622621315
SRL3,1.007024908185
SRL4,1.01618572956
SRN2,0.857003814229
SRO9,0.975728450223
SRX1,0.978514518767
SSD1,0.880205044864
SSF1,0.820922632123
SSF2,1.00859567961
SSK1,0.848167823903
SSK2,0.974517761035
SSK22,0.990674260035
STB3,1.04603913865
STB4,1.01934414931
STB6,1.03073615708
STD1,0.966013589767
STE11,0.972102687842
STE14,1.02543238068
STE23,0.960912761866
STE5,1.01553167781
STE50,1.05757554487
STE7,0.771889691577
STI1,0.987949776735
STM1,0.849465765848
STP1,1.02855035284
STP3,1.00838625933
STP4,1.00795727448
SUB1,0.88998196991
SUM1,0.921955608495
SUT1,0.952712745725
SUT2,0.97320973846
SWA2,0.537284634355
SWC3,0.988674320622
SWC5,0.824849369698
SWC7,0.920007353139
SWH1,0.954901252107
SWI4,0.921356491105
SWI5,0.979874231419
SWI6,0.8228551477805
SWM1,0.849211361793
SWP82,0.986159834514
SWR1,0.974352698225
SXM1,0.931066893794
SYF2,0.705340367594
TAD1,0.953655606963
TAN1,1.01794319341
TBS1,1.00768677352
TCB3,0.990046897974
TCO89,0.706958915163
TEA1,1.02608971223
TEC1,0.995165684809
TEL1,0.998471902251
TEP1,1.04501209708
TGS1,1.09498165662
THI2,0.998481940552
THI3,0.987543725009
THO1,1.04910887182
THP2,0.751335571996
TIF4632,0.977447721855
TIP41,0.929873617097
TMA22,0.886122406978
TMA23,0.723190401874
TMA46,0.897602010074
TMA64,0.884356666861
TOD6,1.04573184382
TOM1,0.552358058893
TOP3,0.750583955013
TOR1,0.937139011107
TOS3,1.00356624413
TOS4,1.03874357084
TOS8,1.01713898166
TPA1,0.987701540579
TPK2,1.03737695938
TPK3,0.962367429649
TPP1,0.9804271594
TPS2,0.617120324207
TRE1,1.03143888948
TRF5,0.838306476576
TRI1,0.990232421138
TRX1,0.992006811663
TUB3,0.976575017005
TUL1,0.999113201506
TWF1,0.930199699848
TYE7,0.829018577475
UAF30,0.706414205468
UBC11,1.00627329414
UBC12,0.96354802536
UBC4,0.761532457862
UBC5,0.973621463532
UBC7,0.923000364513
UBC8,1.04144126557
UBI4,0.885575261932667
UBP1,0.809179629258
UBP11,0.983762448655
UBP13,1.0559188709
UBP14,0.812441078021
UBP15,1.06832842625
UBP16,0.997036701373
UBP2,0.90732561222
UBP3,0.383399678013
UBP5,0.952296177196
UBP6,0.910501383163
UBP7,1.03247967746
UBP8,0.882712920341
UBP9,0.982437373442
UBR1,0.936582129597
UBS1,1.01529830746
UBX2,0.902574989132
UBX3,0.993828263778
UBX4,0.900840439878
UBX5,1.00216228186
UBX6,0.968828980286
UFD2,0.878955843512
UFD4,0.960956641234
UFO1,0.957328865363
UGA1,1.02491371707
UGA3,0.918259557458
UIP4,1.06227745034
ULA1,1.01125049605
UME1,0.962439566642
UPC2,1.04196941387
UPF3,0.974650633886
URC2,0.966874207396
URM1,0.673564622399
URN1,0.946479011479
USV1,0.917892727393
UTP30,0.927092632092
VAC8,0.520984507822
VHR1,0.95675517524
VHS1,0.98593861839
VID24,0.974389284255
VID28,0.877084933493
VID30,1.04643133566
VIK1,0.968140994932
VPS1,0.998002637153
VPS13,0.953398536457
VPS4,0.617773865133
VPS71,0.921143025487
VPS72,0.9402266232595
VPS75,0.83858590024
WAR1,1.03085902534
WSS1,0.8096950738
WTM1,1.02018739226
WTM2,0.998370825861
XBP1,0.873465858201
YAF9,0.660690180411
YAK1,0.970489614912
YAP3,0.832254655071
YAP5,1.00626441027
YAP6,0.993109697867
YAP7,0.973196106541
YAT1,0.986846563208
YBP2,0.943821753139
YBT1,0.960571666494
YCK1,0.989160704448
YCK2,1.01134298193
YCK3,0.913643492275
YHB1,0.976419402933
YHP1,0.869741414507
YKU80,0.981080886358
YLH47,1.02050801837
YME2,1.01348057489
YNG1,1.00257483994
YNK1,0.977028759435
YOS9,1.04016081843
YOX1,0.996051282877
YPK1,0.984660857765
YPK2,0.983842787119
YPS1,0.985840072977
YPT31,0.951149373216
YPT6,0.839541229473
YPT7,0.77406340434
YRA2,0.982753770776
YRM1,1.00777360881
YRR1,1.01194284477
YTA7,0.825337695057
YUH1,0.875210547868
YVH1,0.740005320103
ZDS1,0.97884839581
ZDS2,0.981930436441
ZIP1,0.98605218897
